Title,Description,Instructor,Rating,Price,Details,Page
"SC-400 Microsoft Information Protect Admin - January 2025
3 practice tests with latest exam questions for SC-400. Pass the MS Certification on your first attempt.",3 practice tests with latest exam questions for SC-400. Pass the MS Certification on your first attempt.,Emanuele Ciminaghi,"Rating: 4.0 out of 5
4.0
(18)","Current price
$39.99","134 questions
Intermediate",311
"2025: dbt Analytics Engineering Certification Exams
Ace Your DBT Analytics Engineering Certification with Comprehensive Practice Tests and Detailed Explanations",Ace Your DBT Analytics Engineering Certification with Comprehensive Practice Tests and Detailed Explanations,Parmila Garg,"Rating: 3.6 out of 5
3.6
(18)","Current price
$29.99","160 questions
All Levels",311
"Sitecore 10 .NET Developer Certification Practice
Sitecore 10 .NET Developer Certification Practice Questions",Sitecore 10 .NET Developer Certification Practice Questions,Priya Gupta,"Rating: 4.2 out of 5
4.2
(18)","Current price
$29.99","70 questions
All Levels",311
"Google Certified Cloud Digital Leader-Practice Tests Sept-23
Cloud Digital Leader, 225+ Unique Questions & Detailed Explanations, Latest pattern as of 2024 Feb, Guaranteed Pass!","Cloud Digital Leader, 225+ Unique Questions & Detailed Explanations, Latest pattern as of 2024 Feb, Guaranteed Pass!",Siv lapz,"Rating: 4.4 out of 5
4.4
(18)","Current price
$19.99","225 questions
All Levels",311
"1Z0-1054-2025 Oracle Financials Cloud General Ledger imprep2
1Z0-1054-2025 Oracle Financials Cloud: General Ledger 2025 Implementation Professional practice Exam-2",1Z0-1054-2025 Oracle Financials Cloud: General Ledger 2025 Implementation Professional practice Exam-2,Vilas Bachhav,"Rating: 4.5 out of 5
4.5
(18)","Current price
$19.99","189 questions
Expert",311
"Splunk IT Service Intelligence ITSI Practice Exams SPLK 3002
Covering ITSI analyzers, deep dive, glass tables and episodes","Covering ITSI analyzers, deep dive, glass tables and episodes",Tech Insights,"Rating: 4.1 out of 5
4.1
(18)","Current price
$19.99","68 questions
Expert",311
"C_C4H460_21 - SAP Cloud for Customer 2111 | Exam Questions
95+ Exam Questions to Prepare for Certification Exam SAP Certified Development Associate – SAP Cloud for Customer 2111",95+ Exam Questions to Prepare for Certification Exam SAP Certified Development Associate – SAP Cloud for Customer 2111,Cert PREP,"Rating: 4.4 out of 5
4.4
(18)","Current price
$29.99","95 questions
All Levels",311
"Microsoft 365 & Exchange Online for Beginners
A foundational course for beginners to kick start Microsoft 365 and Exchange Online",A foundational course for beginners to kick start Microsoft 365 and Exchange Online,Mohammed Niyas,"Rating: 4.3 out of 5
4.3
(18)","Current price
$19.99","4.5 total hours
33 lectures
Beginner",311
"[NEW] Ultimate Google Cloud Digital Leader - Practice Exams
""Google Cloud Digital Leader"" exam | Latest 2024 questions | Questions / Solution in details","""Google Cloud Digital Leader"" exam | Latest 2024 questions | Questions / Solution in details",Vikas Katiyar,"Rating: 4.5 out of 5
4.5
(18)","Current price
$19.99","200 questions
All Levels",311
"Ultimate AWS Certified Solutions Architect Associate 2026
Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!",,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Rating: 4.7 out of 5
4.7
(284,229)","Current price
$89.99",,312
"[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026
Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!",,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Rating: 4.7 out of 5
4.7
(283,029)","Current price
$89.99",,312
"CompTIA Security+ (SY0-701) Complete Course & Practice Exam
CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!",,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide","Rating: 4.7 out of 5
4.7
(115,132)","Current price
$79.99",,312
"AI Governance Professional (AIGP) Certification Masterclass
Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.",,Dr. Kyle David,"Rating: 4.7 out of 5
4.7
(1,465)","Current price
$199.99",,312
,,,,,,312
"AZ-104: Microsoft Azure Administrator Associate - Mock Exams
Master Azure Administration: Ace AZ-104 with Realistic Practice and Expert Insights!",Master Azure Administration: Ace AZ-104 with Realistic Practice and Expert Insights!,Paweł Krakowiak,"Rating: 4.0 out of 5
4.0
(18)","Current price
$19.99","360 questions
Expert",312
"Sitecore 10 .NET Developer Certification Practice
Sitecore 10 .NET Developer Certification Practice Questions",Sitecore 10 .NET Developer Certification Practice Questions,Priya Gupta,"Rating: 4.2 out of 5
4.2
(18)","Current price
$29.99","70 questions
All Levels",312
"H2O Gen AI Ecosystem Overview - Level 2
Master H2O's GenAI Platform: Deep Dive into AI and ML Tools.",Master H2O's GenAI Platform: Deep Dive into AI and ML Tools.,H2O.ai University,"Rating: 4.6 out of 5
4.6
(18)","Current price
$19.99","1 total hour
7 lectures
Intermediate",312
"Python Programming From Zero to Confident Problem Solver
Learn Python, data structures, functions, OOP, DB, and workflows by building real understanding and confidence","Learn Python, data structures, functions, OOP, DB, and workflows by building real understanding and confidence",Justine Kojo,"Rating: 4.5 out of 5
4.5
(18)","Current price
$19.99","8.5 total hours
37 lectures
Beginner",312
"Prepare the PAL-E (Agile Leadership - Essentials)
Test your agile Leadership knowledges",Test your agile Leadership knowledges,Nassim Lehri,"Rating: 4.6 out of 5
4.6
(18)","Current price
$19.99","72 questions
Intermediate",312
"SC-400 Microsoft Information Protect Admin - January 2025
3 practice tests with latest exam questions for SC-400. Pass the MS Certification on your first attempt.",3 practice tests with latest exam questions for SC-400. Pass the MS Certification on your first attempt.,Emanuele Ciminaghi,"Rating: 4.0 out of 5
4.0
(18)","Current price
$39.99","134 questions
Intermediate",312
"Practice Exams Red Hat RHCSA Certified System Administrator
Exams are NOT affiliated with official RHEL8 / Red Hat team and are for your own practice.",Exams are NOT affiliated with official RHEL8 / Red Hat team and are for your own practice.,Gavin C,"Rating: 3.9 out of 5
3.9
(18)","Current price
$19.99","36 questions
Intermediate",312
"AWS Certified Cloud Practitioner CLF-C02 | 6 Practice Exams
Prepare the AWS Certified Cloud Practitioner CLF-C02. 390 unique high-quality test questions with detailed explanations!",Prepare the AWS Certified Cloud Practitioner CLF-C02. 390 unique high-quality test questions with detailed explanations!,Gias Uddin,"Rating: 4.7 out of 5
4.7
(18)","Current price
$34.99","390 questions
Beginner",312
"Cisco Packet Tracer CCNA 200-301 v1.1 Labs Adventure 2
2024 Updated CCNA v1.1 200-301 Exam is EASY to Pass Anymore..! With This Lab Training Learn, Practice and Get Certified","2024 Updated CCNA v1.1 200-301 Exam is EASY to Pass Anymore..! With This Lab Training Learn, Practice and Get Certified",IPCisco.com Gokhan Kosem,"Rating: 4.3 out of 5
4.3
(18)","Current price
$19.99","2 total hours
16 lectures
All Levels",312
"Fortinet NSE 7 - FortiOS 7.0 FCSS Exam Preparation
Mastering Time Management Strategies for Exam Success: Optimize your time allocation to excel in your exams.",Mastering Time Management Strategies for Exam Success: Optimize your time allocation to excel in your exams.,Yasser Hamam,"Rating: 5.0 out of 5
5.0
(18)","Current price
$19.99","720 questions
All Levels",312
"SAP EWM Certification Assessment - C_S4EWM_2020
Latest Practice Questions for SAP EWM (Extended Warehouse Management) - C_S4EWM_2020",Latest Practice Questions for SAP EWM (Extended Warehouse Management) - C_S4EWM_2020,Studyuuu SAP MM/EWM,"Rating: 4.0 out of 5
4.0
(18)","Current price
$19.99","160 questions
All Levels",312
"AZ-104 Microsoft Azure Administrator Ultimate Course 2026
Master Azure Administration with theory, 11+ REAL IT Projects & 310+ Practice Questions for AZ-104 success.","Master Azure Administration with theory, 11+ REAL IT Projects & 310+ Practice Questions for AZ-104 success.",Cloud Guru Amit,"Rating: 4.7 out of 5
4.7
(19)","Current price
$24.99","10.5 total hours
130 lectures
All Levels",312
"Subnetting Made Super Simple
Subnetting does not have to be as hard as most make it out to be. Start from the beginning and take it step by step.",Subnetting does not have to be as hard as most make it out to be. Start from the beginning and take it step by step.,Linda Roeder,"Rating: 3.9 out of 5
3.9
(18)","Current price
$19.99","1.5 total hours
16 lectures
Beginner",312
"AWS Certified Machine Learning Specialty Exam Practice Test
A Beginner's Exam Practice Guide With Updated Exam Question that is Best for Self-Study and Self-Assessment.",A Beginner's Exam Practice Guide With Updated Exam Question that is Best for Self-Study and Self-Assessment.,Karuna Maheshwari,"Rating: 3.9 out of 5
3.9
(18)","Current price
$19.99","120 questions
All Levels",312
"CompTIA Data+ Certification (Exam- DAO-001) Practice Tests
Data+ Certification Mastery: Ace the Data+ Exam with Expert Practice Tests (180+ Up-to-Date and High-Quality Questions)",Data+ Certification Mastery: Ace the Data+ Exam with Expert Practice Tests (180+ Up-to-Date and High-Quality Questions),Knowledge Booster,"Rating: 4.8 out of 5
4.8
(18)","Current price
$19.99","260 questions
All Levels",312
"AI-Powered Programming With Google Jules AI Coding Agent
Your new coding teammate is Jules AI. Learn how to collaborate without losing your edge. Unlock the power of AI Coding.",Your new coding teammate is Jules AI. Learn how to collaborate without losing your edge. Unlock the power of AI Coding.,Timotius Pamungkas,"Rating: 4.6 out of 5
4.6
(18)","Current price
$19.99","1 total hour
27 lectures
All Levels",312
"Ultimate AWS Certified Solutions Architect Associate 2026
Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!",,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Rating: 4.7 out of 5
4.7
(284,229)","Current price
$89.99",,313
"[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026
Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!",,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Rating: 4.7 out of 5
4.7
(283,029)","Current price
$89.99",,313
"CompTIA Security+ (SY0-701) Complete Course & Practice Exam
CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!",,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide","Rating: 4.7 out of 5
4.7
(115,132)","Current price
$79.99",,313
"AI Governance Professional (AIGP) Certification Masterclass
Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.",,Dr. Kyle David,"Rating: 4.7 out of 5
4.7
(1,465)","Current price
$199.99",,313
,,,,,,313
,,,,,,313
"CompTIA Security+ (SY0-601)
Certificate Exam Preparatory Course",Certificate Exam Preparatory Course,Stone River eLearning,"Rating: 4.6 out of 5
4.6
(18)","Current price
$19.99","28.5 total hours
92 lectures
All Levels",313
"SnowPro Advanced: Architect | Unofficial Full Practice Exams
Pass the Snowflake SnowPro Advanced: Architect Exam (ARA-C01) | 3 Realistic Practice Tests with Detailed Explanations",Pass the Snowflake SnowPro Advanced: Architect Exam (ARA-C01) | 3 Realistic Practice Tests with Detailed Explanations,Nikolai Schuler,"Rating: 4.0 out of 5
4.0
(18)","Current price
$19.99","198 questions
All Levels",313
"ITIL 5 Foundation Complete Course & Exam Prep (2026)
Master ITIL 5 concepts, the Service Value Chain, and new practices. Get exam-ready with 2 mock tests and expert tips.","Master ITIL 5 concepts, the Service Value Chain, and new practices. Get exam-ready with 2 mock tests and expert tips.","Sachin Kumar, PMI Approved (ATP) Instructor","Rating: 3.8 out of 5
3.8
(18)","Current price
$24.99","9.5 total hours
72 lectures
Beginner",313
"Databricks Machine Learning Professional Exam Tests 2026
800+ Practice Questions for your Databricks Machine Learning Professional certification Exam in 2026",800+ Practice Questions for your Databricks Machine Learning Professional certification Exam in 2026,Nassamat Ammel,"Rating: 4.7 out of 5
4.7
(18)","Current price
$19.99","800 questions
All Levels",313
"USAII Certified Artificial Intelligence Consultant (CAIC)
Comprehensive practice tests for USAII CAIC certification—AI, ML, NLP, Robotics, and more for business success","Comprehensive practice tests for USAII CAIC certification—AI, ML, NLP, Robotics, and more for business success",Wesam Qawasmeh,"Rating: 4.2 out of 5
4.2
(18)","Current price
$34.99","480 questions
All Levels",313
"Snowflake Master Class 2024 | Core + SQL + API + Snowsight
Master snowflake cloud data warehouse with hands on exercises, become EXPERT on Snowflake and add SNOWPRO cert(external)","Master snowflake cloud data warehouse with hands on exercises, become EXPERT on Snowflake and add SNOWPRO cert(external)",Puneet Kumar Agrawal,"Rating: 4.5 out of 5
4.5
(18)","Current price
$19.99","11.5 total hours
116 lectures
All Levels",313
"CompTIA Security+ SY0-701 (V7) Practice Exam Questions
500+ CompTIA Security+ SY0-701 (V7) Full-length Practice Exam Questions to Pass The Exam",500+ CompTIA Security+ SY0-701 (V7) Full-length Practice Exam Questions to Pass The Exam,CramWise Environment™,"Rating: 4.7 out of 5
4.7
(18)","Current price
$19.99","600 questions
Beginner",313
"SAP HANA C_HCADM Cloud Provisioning and Admin Q/A
SAP Certified Technology Associate - SAP HANA Cloud Provisioning and Administration- C_HCADM Practice Exam",SAP Certified Technology Associate - SAP HANA Cloud Provisioning and Administration- C_HCADM Practice Exam,Fadi Anani,"Rating: 4.5 out of 5
4.5
(18)","Current price
$19.99","115 questions
Intermediate",313
"AWS Certified AI Practitioner - Foundational (AIF-C01) Tests
Exam-ready practice tests designed to help you pass the AWS Certified AI Practitioner (AIF-C01) with confidence.",Exam-ready practice tests designed to help you pass the AWS Certified AI Practitioner (AIF-C01) with confidence.,Edu Nexa,"Rating: 5.0 out of 5
5.0
(18)","Current price
$24.99","99 questions
All Levels",313
